"Name","House","Expansion – #","Type","Rarity","Aerc Min","Aerc Max","Amber Control","Amber Control Max","Expected Amber","Expected Amber Max","Creature Protection","Creature Protection Max","Artifact Control","Artifact Control Max","Creature Control","Creature Control Max","Effective Power","Effective Power Max","Efficiency","Efficiency Max","Recursion","Recursion Max","Disruption","Disruption Max","Other","Other Max","Raw Amber","Power","Armor","Wins","Losses","SAS traits","Synergies","Traits","Text","Flavor Text"
"Medic Ingram","StarAlliance","WORLDS_COLLIDE – 301","Creature","Common","1.7000000000000002","2.6999999999999997","0","","0","","1","2","0","","0","","3","","0","0","","","0","","0","","0","3","","19488","18749","ward – 3 – anyHouse | heals – 3 – anyHouse | goodReap – 4 – anyHouse | protectsCreatures – 3 – anyHouse | preventsRemoval – 3 – anyHouse | protectsFromEffects – 3 – anyHouse | goodPlay – 4 – anyHouse","causesReaping – 3 – anyHouse | replays – 3 – house","HUMAN","Play/Fight/Reap: You may heal 3 damage from a creature and ward it.","“I know I shouldn’t take off my encounter suit, but they’re so darn cute.”"
"Sci. Officer Qincan","StarAlliance","WORLDS_COLLIDE – 304 | DARK_TIDINGS – 301","Creature","Common","1.7999999999999998","2.3","0.5","0.75","0.5","0.75","0","","0","","0","","4","","0","0","","","0","","0","","0","2","","0","0","elusive – 3 – anyHouse | stealsAmber – 3 – anyHouse","protectsFromEffects – 2 – anyHouse | any – -2 – outOfHouse","ALIEN | PROXIMAN | SCIENTIST","Elusive. (The first time this creature is attacked each turn, no damage is dealt.) After a player chooses an active house which matches no cards in play, steal 1.",""
"Shield-U-Later","StarAlliance","DARK_TIDINGS – 302","Creature","Common","0.9500000000000001","","0","","0","","0.25","","0","","0","","3","","0","0","","","0","","0","","0","3","2","0","0","protectsCreatures – 2 – anyHouse | protectsFromEffects – 2 – anyHouse | addsArmor – 2 – anyHouse","","ROBOT","Shield-U-Later may be played as an upgrade instead of a creature, with the text: “This creature gets +2 armor.”","“Better to have and not need...”"
"Access Denied","StarAlliance","MASS_MUTATION – 302","Upgrade","Common","1.5","","0.25","","1","","0","","0","","0.25","","0","","0","0","","","0","","0","","1","","","4683","4850","","","","This creature cannot reap. ","Red flashing lights mean the same thing on every world in the Grand Star Alliance."
"Molina’s Blaster","StarAlliance","WORLDS_COLLIDE – 302","Upgrade","Common","2.25","","0","","1","","0","","0","","1.25","","0","","0","0","","","0","","0","","1","","","1823","1645","dealsDamage – 3 – anyHouse | goodReap – 2 – anyHouse | goodPlay – 4 – anyHouse","","","This creature gains, “Fight/Reap: You may deal 2D to a creature, or attach Molina’s Blaster to Armsmaster Molina.” After you attach Molina’s Blaster to Armsmaster Molina, you may deal 3D to a creature.",""
"Red Alert","StarAlliance","MASS_MUTATION – 310 | WORLDS_COLLIDE – 303","Action","Common","1","3","0","","0","","0","","0","","1","3","0","","0","0","","","0","","0","","0","","","21379","20538","damagesMultiple – 3 – anyHouse | boardClear – 2 – anyHouse","lowCreatureCount – 3 – anyHouse | highCreatureCount – -3 – anyHouse","","Play: If there are more enemy creatures than friendly creatures, deal damage to each enemy creature equal to the difference.",""
"Technobabble","StarAlliance","DARK_TIDINGS – 303","Action","Common","1.75","","0","","1","","0","","0","","0.75","","0","","0","0","","","0","","0","","1","","","0","0","stuns – 4 – anyHouse","","","Play: Stun a creature and each of its neighbors that shares a house with it.","“It’s easy. Just recalibrate the pseudopneumatic gyroflange, disentangle the quantumagnetic æmbometer, then...”"
"Blast Shielding","StarAlliance","MASS_MUTATION – 303","Upgrade","Common","1.5","","0","","1","","0.5","","0","","0","","0","","0","0","","","0","","0","","1","","","4615","4887","protectsCreatures – 3 – anyHouse | protectsFromEffects – 3 – anyHouse | addsArmor – 3 – anyHouse | goodPlay – 3 – anyHouse","","","This creature gets +2 armor. After this creature is used, its controller may attach Blast Shielding to one of this creature’s neighbors.﻿﻿",""
"Unity or Discord","StarAlliance","DARK_TIDINGS – 304","Action","Common","1","2.5","0","","1","2.5","0","","0","","0","","0","","0","0","","","0","","0","","0","","","0","0","uses – 2 – outOfHouse | returns_R_ToHand – 2 – anyHouse | replays – 2 – anyHouse","goodPlay – 2 – house | enhanced – 2 – house","","Play: Choose one: • Use a friendly non-Star Alliance creature. • Return up to 2 friendly creatures and each upgrade attached to them to their owners’ hands. ",""
"Commander Chan","StarAlliance","WORLDS_COLLIDE – 296 | MASS_MUTATION – 304","Creature","Common","1.3","1.7999999999999998","0","","0.5","1","0","","0","","0","","4","","0","0","","","0","","0","","0","4","","22861","22811","uses – 3 – outOfHouse | goodReap – 3 – anyHouse | goodFight – 2 – anyHouse","protectsCreatures – 1 – anyHouse | uses – 2 – anyHouse","HUMAN","Fight/Reap: Use another friendly creature. ","“Our mission didn’t end. It just changed.”"
"Zap","StarAlliance","WORLDS_COLLIDE – 307 | DARK_TIDINGS – 305","Action","Common","2.25","","0","","1","","0","","0","","1.25","","0","","0","0","","","0","","0","","1","","","0","0","dealsDamage – 3 – anyHouse | damagesMultiple – 3 – anyHouse","","","Play: Deal 1 to a creature for each house represented among creatures in play.","“We come in peace.”"
"Crewman Jörg","StarAlliance","MASS_MUTATION – 305","Creature","Common","1.4500000000000002","1.9500000000000002","0.75","1.25","0","","0","","0","","0","","3","","0","0","","","0","","0","","0","3","","4233","4470","goodAction – 3 – anyHouse | stealsAmber – 2 – anyHouse","uses – 3 – anyHouse | lowCreatureCount – 2 – house","HUMAN | THIEF","Enhance PT. (These icons have already been added to cards in your deck.) Action: If Crewman Jörg has no Star Alliance neighbors, steal 1A.﻿﻿",""
"Stealth Mode","StarAlliance","WORLDS_COLLIDE – 306","Action","Common","3.5","","0","","1","","0","","0","","0","","0","","0","0","","","2.5","","0","","1","","","18527","17231","protectsCreatures – 1 – house | good – 4 – anyHouse","","","Play: Your opponent cannot play action cards during their next turn. ","“It worked!“ ”What do you mean ‘it worked’? There was a chance it wouldn’t work?!”"
"Dæmo-Alien","StarAlliance","MASS_MUTATION – 306","Creature","Common","2.4499999999999997","3.4499999999999997","0.75","1.25","0.75","1.25","0","","0","","0","","3","","0.25","0","","","0","","0","","0","3","","847","798","stealsAmber – 3 – anyHouse | goodDestroyed – 3 – anyHouse | revealsTopDeck – 2 – anyHouse | drawsCards – 1 – anyHouse | good – 2 – anyHouse","returns_R_FromDiscard – 3 – anyHouse | destroys – 3 – anyHouse | damagesMultiple – 2 – anyHouse","ALIEN | MUTANT","Fight: Look at the top 3 cards of your deck. Put 1 into your hand and 1 on the bottom of your deck. Destroyed: Steal 1A.﻿﻿",""
"Hadron Collision","StarAlliance","MASS_MUTATION – 308","Action","Common","1.25","","0","","0","","0","","0","","1.25","","0","","0","0","","","0","","0","","0","","","3933","4198","dealsDamage – 3 – anyHouse","","","Play: Remove a ward from a creature and deal 3D to it. This damage cannot be prevented by armor.﻿﻿",""
"CALV-1N","StarAlliance","WORLDS_COLLIDE – 308","Creature","Uncommon","0.9500000000000001","","0","","0","","0","","0","","0","","3","","0.25","0","","","0","","0","","0","2","1","5765","5832","drawsCards – 3 – anyHouse | goodReap – 2 – anyHouse","","ROBOT","Fight/Reap: Draw a card.  CALV-1N may be played as an upgrade instead of a creature, with the text: “This creature gains, ‘Fight/Reap: Draw a card.’”",""
"Observ-u-Max","StarAlliance","MASS_MUTATION – 309","Upgrade","Common","1.5","2","0.5","1","1","","0","","0","","0","","0","","0","0","","","0","","0","","1","","","4743","4752","goodReap – 2 – anyHouse | goodPlay – 3 – anyHouse | capturesAmber – 2 – anyHouse","causesReaping – 2 – anyHouse","","This creature gains, “Fight/Reap: Capture 1A.”","When attuned to the vibro-frequency of æmber, the Observ-u-Max is a scout’s best friend."
"Helmsman Spears","StarAlliance","WORLDS_COLLIDE – 311","Creature","Uncommon","1.1","3.6","0","","0","","0","","0","","0","","2","","0.5","0","3","","0","","0","","0","2","","6596","6403","goodReap – 4 – anyHouse | discardsCards – 3 – anyHouse | drawsCards – 3 – anyHouse","protectsCreatures – 1 – anyHouse | causesReaping – 1 – anyHouse","HUMAN","Fight/Reap: Discard any number of cards from your hand. Draw a card for each card discarded this way. ","“And they call ME ‘Crash.’” – Crash Muldoon"
"Scout Pete","StarAlliance","MASS_MUTATION – 311","Creature","Common","1.3","1.5499999999999998","0","","0","","0","","0","","0","","4","","0.5","0","0.75","","0","","0","","0","4","","4305","4330","revealsTopDeck – 3 – anyHouse | goodReap – 2 – anyHouse | goodPlay – 2 – anyHouse","causesReaping – 2 – anyHouse | drawsCards – 3 – house","ALIEN","Play/Fight/Reap: Look at the top card of your deck. You may discard that card.﻿﻿",""
"Information Officer Gray","StarAlliance","WORLDS_COLLIDE – 312","Creature","Uncommon","3.3","4.05","0","","0","","0","","0","","0","","4","","2.5","0","3.25","","0","","0","","0","4","","7387","6640","goodReap – 3 – anyHouse | archives – 3 – outOfHouse | goodPlay – 4 – anyHouse | good – 4 – anyHouse","protectsCreatures – 2 – anyHouse | causesReaping – 2 – anyHouse | replays – 3 – house","HUMAN","Play/Fight/Reap: You may reveal a non-Star Alliance card from your hand. If you do, archive it. ","“Move along. Nothing to see here.”"
"Securi-Droid","StarAlliance","MASS_MUTATION – 312","Creature","Common","1.05","","0","","0","","0.25","","0","","0","","4","","0","0","","","0","","0","","0","4","","5283","5814","protectsCreatures – 3 – anyHouse | preventsFighting – 3 – anyHouse","","ROBOT","Taunt. (This creature’s neighbors cannot be attacked unless they have taunt.) Securi-Droid may be played as an upgrade instead of a creature, with the text: “This creature gains taunt.”﻿﻿",""
"Sensor Chief Garcia","StarAlliance","WORLDS_COLLIDE – 305 | MASS_MUTATION – 313","Creature","Common","1.7000000000000002","2.2","1","1.5","0","","0","","0","","0","","3","","0","0","","","0","","0","","0","3","","24355","23383","goodPlay – 3 – anyHouse | goodReap – 3 – anyHouse | increasesKeyCost – 3 – anyHouse","causesReaping – 2 – anyHouse | protectsCreatures – 2 – anyHouse","HUMAN","Play/Fight/Reap: Keys cost +2A during your opponent’s next turn.","She hasn’t taken the goggles off since the crash."
"Subdue","StarAlliance","MASS_MUTATION – 314","Action","Common","1.75","","0","","1","","0","","0","","0.75","","0","","0","0","","","0","","0","","1","","","4280","4269","dealsDamage – 1 – anyHouse | stuns – 3 – anyHouse","","","Play: Deal 1D to a creature and stun it.","“We should’ve done this outside.” – Medic Ingram"
"Navigator Ali","StarAlliance","WORLDS_COLLIDE – 314","Creature","Uncommon","0.9500000000000001","","0","","0","","0","","0","","0","","3","","0.25","0","","","0","","0","","0","3","","5663","5584","reorderDeck – 3 – anyHouse | revealsTopDeck – 3 – anyHouse","","HUMAN","Play/Fight/Reap: Look at the top 3 cards of your deck and put them back in any order.","“If Ali says we’re lost, we’re really lost.” – Captain Val Jericho"
"Nurse Soto","StarAlliance","WORLDS_COLLIDE – 315","Creature","Uncommon","1","","0","","0","","0","","0","","0","","6","","0","0","","","0","","0","","0","3","","5483","5574","deploy – 3 – anyHouse | heals – 3 – anyHouse | goodReap – 2 – anyHouse","","HUMAN","Deploy. (This creature can enter play anywhere in your battleline.) Play/Fight/Reap: Heal 3 damage from each of Nurse Soto’s neighbors.",""
"Subject Kirby","StarAlliance","MASS_MUTATION – 315","Creature","Common","3.35","4.3500000000000005","0","","0","","0","","0","","0","","2","","2.75","0","3.75","","0","","0","","0","2","","5337","5050","goodReap – 4 – anyHouse | goodPlay – 4 – anyHouse | playsCards – 3 – anyHouse | playsFromOtherHouse – 3 – anyHouse | good – 4 – anyHouse","causesReaping – 2 – anyHouse | replays – 2 – house | protectsCreatures – 1 – anyHouse | card – 3 – anyHouse","MUTANT","Play/Fight/Reap: You may play a non-Star Alliance creature this turn. ","“Seriously, I feel fine!”"
"Survey","StarAlliance","MASS_MUTATION – 316","Action","Common","2.25","","0","","1","","0","","0","","0","","0","","1.25","0","","","0","","0","","1","","","4628","4746","revealsTopDeck – 3 – anyHouse","","","Enhance R. (These icons have already been added to cards in your deck.) Play: Look at the top 2 cards of your deck. Discard 1 of them.﻿﻿",""
"Quadracorder","StarAlliance","WORLDS_COLLIDE – 316","Upgrade","Uncommon","1","2","1","2","0","","0","","0","","0","","0","","0","0","","","0","","0","","0","","","6582","6260","increasesKeyCost – 3 – anyHouse","lowTotalCreaturePower – -3 – anyHouse | highTotalCreaturePower – 3 – anyHouse","","Your opponent’s keys cost +1A for each house represented among friendly creatures (to a maximum of 3).","“It scans as ‘mostly harmless.’”"
"Quintrino Flux","StarAlliance","MASS_MUTATION – 328 | WORLDS_COLLIDE – 317","Action","Uncommon","2.5","","0","","0","","0","","0","","3","","-5","","0","0","","","0","","0","","0","","","8387","7773","destroys – 3 – anyHouse | boardClear – 1 – anyHouse | good – 2 – anyHouse","","","Play: Choose a friendly creature and an enemy creature. Destroy the chosen creatures and each creature with the same power as either of the chosen creatures.",""
"Teleporter Chief Tink","StarAlliance","MASS_MUTATION – 317","Creature","Common","0.8","","0","","0","","0","","0","","0","","4","","0","0","","","0","","0","","0","2","","3989","4207","elusive – 3 – anyHouse | moves – 3 – anyHouse | uses – 3 – outOfHouse","","ALIEN","Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Action: Swap Teleporter Chief Tink with another friendly creature in the battleline. You may use that other creature this turn.﻿﻿",""
"ANT1-10NY","StarAlliance","MASS_MUTATION – 318","Creature","Uncommon","2","4","1","3","0","","0","","0","","0","","6","","0","0","","","0","","0","","0","6","","1910","1868","capturesAmber – 4 – anyHouse | scalingAmberControl – 1 – anyHouse | good – 3 – anyHouse","protectsCreatures – 1 – anyHouse | removesCapturedAmber – 3 – anyHouse | increasesKeyCost – 2 – anyHouse | returns_R_ToHand – 2 – house","ROBOT","Play: Capture all of your opponent’s A.  At the end of your turn, move 1A from ANT1-10NY to your opponent’s pool.﻿﻿",""
"Sci. Officer Morpheus","StarAlliance","WORLDS_COLLIDE – 318","Creature","Uncommon","0.7","2.2","0","","0","","0","","0","","0","","3","","0","0","","","0","","0","1.5","0","2","1","6211","6031","","goodPlay – 2 – outOfHouse | goodPlay – 3 – house | protectsCreatures – 2 – anyHouse","SHAPESHIFTER | SCIENTIST","After you play a creature with a play effect, trigger its play effect an additional time.",""
"Armory Officer Nel","StarAlliance","MASS_MUTATION – 319","Creature","Uncommon","1.5499999999999998","5.050000000000001","0","","0","","0","","0","","0","","4","","0.75","0","4.25","","0","","0","","0","4","","1508","1496","drawsCards – 3 – anyHouse | good – 3 – anyHouse","any – 2 – house | returns_R_ToHand – 3 – house | any – 1 – outOfHouse","ALIEN","Enhance R. (These icons have already been added to cards in your deck.) After an upgrade enters play, draw a card.﻿﻿",""
